Boiler Load (MW),Inlet NOx (mg/m³),Inlet O₂ (%),Flue Gas Flow (m³/h),NH₃ Flow (kg/h),Flue Gas Temp (°C),Coal Feed Rate (t/h),NOx Emission (mg/m³)
708.263009,296.7545789,183.0160426,55.64890786,4.58387309,354.8198534,1320.639651,34.30133154
707.5776869,296.7870752,184.1290528,55.98796535,4.565125663,354.8198534,1323.092221,34.46470166
706.8911191,297.7606151,185.5648837,56.23016857,4.573879442,354.8198534,1313.878695,34.75534642
706.549757,298.8132171,187.7664575,57.03328602,4.619837602,354.7968533,1305.158718,35.20705938
706.7223368,299.7716496,190.8162977,58.10454447,4.651737414,354.7738536,1302.441566,36.2271571
706.3770971,300.8584975,194.8259688,58.73774062,4.655480221,354.7508538,1299.924708,37.10145255
706.2069561,301.7124003,198.2352016,59.93302011,4.721198003,354.7278538,1292.875793,37.18239529
706.5505031,302.6185258,199.6036554,60.08666842,4.825325876,354.7048538,1289.800807,37.25906702
706.549514,303.5968531,201.2410897,60.55583749,4.887999867,354.7048538,1288.137635,37.84584534
706.2068072,304.2962965,201.8089735,60.53059395,4.900681171,354.6820537,1290.453296,38.49216823
706.5502689,304.748685,200.2437975,60.52971266,4.92383532,354.659254,1292.940365,37.73139158
706.5494252,305.4252955,196.949879,59.28423681,4.913106243,354.6364541,1292.119776,37.11875546
706.7219803,305.7765477,193.9565534,58.40778346,4.839606159,354.6136542,1292.376231,37.92970839
706.5484031,306.2297524,190.9337931,57.87897171,4.754686863,354.5908542,1294.931312,37.87583105
706.7214674,306.7671247,187.7492765,57.28755528,4.681953373,354.5908542,1294.288435,36.48082286
706.8932603,307.2451377,184.7586275,55.87577969,4.625966759,354.5678541,1291.158184,36.66118015
707.063231,307.6036216,181.4282387,54.97234174,4.570440014,354.5448543,1295.160426,37.21530822
706.8917191,308.09825,178.0506515,54.15962828,4.504616021,354.5218545,1297.779139,35.46113579
707.4066651,308.4470752,175.5711428,53.32278881,4.429965987,354.4988545,1303.119672,34.72500817
707.5777656,308.7832117,174.9638258,52.72058974,4.318085108,354.4758546,1314.335853,35.76649542
707.5774427,308.9776187,173.8910791,52.39458696,4.226873517,354.4530544,1316.731882,35.88263882
707.7488374,309.2482346,172.4157496,51.47111051,4.190378361,354.4302547,1317.85035,34.5203483
707.9203209,309.4028992,170.8781141,50.77481493,4.124500916,354.4074549,1323.614455,35.01607537
708.092266,309.6075413,170.5169826,50.49131667,4.080640541,354.3846549,1326.481532,35.77703628
708.2632777,309.7127174,170.2128224,50.55164682,4.113190439,354.3618549,1317.492352,36.01503822
708.2624931,309.7504786,170.0913773,50.2218821,4.130162167,354.3618549,1311.191632,35.47983954
708.2628761,309.72121,169.2408278,49.6881049,4.101929694,354.3618549,1301.899822,35.83147655
708.0912539,309.806193,169.0639229,49.53685456,4.106521793,354.3618549,1303.499728,35.88123848
707.9207926,309.9046613,169.4625674,49.86893469,4.139144208,354.3390548,1303.398436,36.08061507
707.9211054,309.7928656,170.3939899,49.56823593,4.119565532,354.3162551,1303.739021,36.09633941
707.9199378,309.7001815,169.5205716,48.97919287,4.046463938,354.2934553,1309.367637,36.1280028
707.919998,309.6145213,168.7939531,49.10736513,4.047488247,354.2706553,1308.631934,36.16970083
708.2636607,309.4882639,168.2378749,48.924111,4.083899942,354.2478553,1301.774393,36.47898852
708.262816,309.2191968,165.9718665,47.7573644,4.075864694,354.2478553,1293.974354,36.6923446
708.0914814,309.3078338,163.8455436,47.50350838,4.05454972,354.2478553,1295.94697,36.27493746
708.4354052,309.0439896,162.8789924,47.14563052,4.074655043,354.2248552,1286.075917,36.26716881
708.6055732,308.8952381,160.9265441,46.16550605,4.070884429,354.2018555,1291.457712,36.82383939
708.9490887,308.4594715,159.4747341,45.43034637,4.040198522,354.1788556,1290.481189,36.74240911
709.290596,307.9190092,158.4419305,44.87483071,4.012033738,354.1558556,1289.038076,36.08508967
709.2895882,306.8348661,158.6164466,44.75242458,3.995087886,354.1328557,1283.748183,36.57256813
709.2915995,306.2096787,159.9865845,45.18889571,4.054609061,354.1328557,1286.580361,37.5644686
709.2909294,305.1897503,160.944211,45.34317543,4.064792856,354.1328557,1284.084426,37.28628516
709.1199104,304.6051863,160.526658,45.20176705,4.074816412,354.1328557,1284.285535,36.99045327
708.7758947,303.6804385,160.9548641,45.1166239,4.116547531,354.1328557,1285.101077,38.17680514
709.1202934,303.4947495,162.6010945,46.35559002,4.158844985,354.1328557,1281.066049,39.07675553
708.9481626,302.9959463,162.2587937,46.02621466,4.142819096,354.1100556,1278.672197,38.13173827
709.1199104,302.9706255,160.3552941,45.06416171,4.162972893,354.0872558,1285.948928,37.79903906
708.7758947,302.4640137,161.1355821,45.73450576,4.184719854,354.064456,1290.749178,39.69002867
708.9485489,302.4373222,161.8193336,46.60226281,4.182112518,354.041656,1285.246147,39.53154409
708.949095,301.885817,159.9698832,45.485574,4.183130866,354.018856,1286.488328,38.36929433
708.7760721,301.4734841,156.7088112,44.38615505,4.180130607,354.018856,1287.86088,38.81707557
708.7775266,300.6745764,156.4055055,44.85115513,4.167341071,354.018856,1293.22529,39.52252294
709.1199071,300.1128674,156.253642,44.76530874,4.152172382,354.018856,1288.564583,39.1225221
709.1189781,299.414796,155.1410426,44.04987287,4.088995826,354.018856,1300.202148,38.93511274
709.119733,298.3926344,154.7856435,43.81823076,4.088053051,354.018856,1299.401838,39.39219596
709.1186615,297.5490048,156.9020986,44.75777104,4.153798474,354.018856,1305.763237,39.52345097
708.9485489,296.6471286,158.7554581,45.32797072,4.165261307,354.018856,1302.240316,39.8365454
708.4334602,295.9186173,159.4410031,45.63141892,4.153499121,354.018856,1300.917436,40.04187757
708.2632366,295.1656155,160.1871234,45.81874909,4.184007595,354.018856,1303.169002,40.49713288
708.0925001,294.9330139,160.5431547,46.25956704,4.214485376,354.018856,1308.438264,41.08339216
708.0914213,294.6378454,161.7221462,47.02005647,4.206077958,354.018856,1305.194306,41.5708332
707.7480529,294.4694922,163.8039058,47.75312045,4.141494012,354.018856,1305.452857,42.09870164
708.2643935,294.2709377,166.0121295,48.67559335,4.148534546,354.018856,1300.285947,43.12914318
708.6061571,294.0837788,168.9529892,50.12138695,4.265143369,354.018856,1296.80685,44.33756783
708.6048166,293.8651135,172.4551233,51.23684275,4.312990019,354.018856,1286.309635,44.41065861
708.7765051,293.7644176,177.2020521,52.8914212,4.329327429,354.018856,1286.7814,45.09491352
708.9478493,293.7915818,181.8598306,54.67321575,4.431952478,354.018856,1281.061171,47.27477342
708.6056429,293.694372,184.8904212,56.06874978,4.515024049,354.018856,1281.146232,48.54776036
708.263199,293.5602639,187.13955,57.07136721,4.499416958,354.018856,1283.318172,47.82087083
708.0918043,293.7849961,190.0063608,58.09353331,4.492216857,354.018856,1285.083202,49.04705209
707.9203209,293.9461924,191.734104,59.19144493,4.504793382,354.018856,1283.298546,51.32657002
708.092266,294.8350806,192.3495828,60.34940766,4.530538795,354.018856,1285.700431,51.89521601
708.2632777,295.7727723,192.0800263,60.55189244,4.566896557,354.018856,1282.109271,51.24552823
708.2624931,297.1109431,194.2739074,61.89397359,4.658972028,354.018856,1281.089823,52.01229417
708.2628761,298.2543238,198.1746347,63.98687121,4.728307043,354.018856,1279.356236,53.22960654
708.263199,299.413368,199.958754,65.09568421,4.785942328,354.018856,1277.665471,53.29456883
708.0918043,299.985283,201.6426504,66.35972861,4.860205295,354.018856,1283.602426,53.62032471
707.7483757,300.3142082,205.6930924,68.45044725,4.933831861,354.018856,1286.312099,53.81203737
707.7493092,300.6936477,207.6774795,69.35609044,4.93126442,354.018856,1289.519238,54.3548257
707.7491603,300.6349676,207.0851743,69.85971246,4.936210932,354.018856,1285.388091,54.35389804
707.7489262,300.7182972,206.9974963,70.06991243,4.939315834,354.018856,1296.014254,53.73285168
707.7488374,300.6196493,207.4753877,70.62928581,4.909781568,354.018856,1293.199585,53.95641395
707.9203209,300.7448054,209.3162902,72.22704317,4.900424242,354.018856,1294.711431,54.27126373
707.9203209,300.5471864,211.4305033,73.33237624,4.920667849,354.018856,1302.115509,53.76236521
707.9203209,300.6337325,212.1565375,73.91339965,4.939289729,354.018856,1305.771084,52.62529105
707.9203209,300.5764246,212.5692316,74.58569305,4.973937823,354.018856,1298.037787,52.74767402
708.2640105,300.722567,213.9180049,75.69727674,5.018567588,354.018856,1301.241498,52.37144868
708.4340898,300.961248,211.8229651,74.49507678,4.995888368,354.018856,1307.096132,50.93903362
708.6053991,301.0967041,208.1801302,73.16400814,4.979939714,354.018856,1296.960991,49.30608446
708.7770277,301.1321421,205.690561,72.45001589,4.972185592,354.018856,1290.758648,48.9501641
708.9485998,301.1982727,205.5047922,72.49850394,4.938995102,354.018856,1293.271924,48.02112476
708.4334261,301.4602823,203.2332972,71.29813282,4.874913,354.018856,1288.449835,45.97003378
708.2633479,301.4655513,202.5987151,70.76172959,4.870517095,354.018856,1290.976819,45.23195845
707.9200933,301.364369,205.957928,72.51875385,4.866794525,354.018856,1290.022851,45.5908603
707.5774528,301.3679074,206.4926003,72.63580907,4.847509017,354.018856,1293.50011,44.47008234
707.4066651,301.5974216,203.8141595,71.28781772,4.827473437,354.018856,1295.992866,42.65914551
707.7497107,301.6862513,203.4907575,70.98610953,4.826829592,354.018856,1291.762701,42.92770519
707.9203995,301.6392206,204.5002561,72.05773351,4.815567443,354.018856,1289.673168,43.47946139
708.4346993,301.7705549,202.5880991,71.10162194,4.80936539,354.018856,1290.456941,42.41978066
708.4327548,301.928088,201.537342,70.29686031,4.811852373,354.018856,1292.523914,40.98794248
708.4343088,302.1324426,203.4115478,71.13190384,4.837842942,354.018856,1290.697967,41.59094187
708.2632331,302.0228093,204.9004074,72.00418108,4.87543624,354.018856,1293.437824,42.23844208
708.4353826,301.9953144,205.4808977,71.56682944,4.910828641,354.018856,1296.474761,41.23211417
708.4343508,302.0626664,205.0572586,71.14644611,4.871233713,354.018856,1299.755717,39.85272407
708.6042661,302.1124688,206.0196889,71.69942522,4.870249379,354.018856,1301.846479,40.46385175
708.6050317,302.0101344,207.299849,72.16180081,4.864505155,354.018856,1306.393525,40.98024283
708.6056771,302.1037794,208.6217262,72.50632004,4.814820477,353.9958559,1300.651006,40.69017444
708.0911425,302.099978,209.4770957,72.91153667,4.78614474,353.9728562,1294.034661,40.64002872
707.9212543,302.0803544,210.9662042,73.46115461,4.864857352,353.9498564,1280.590078,41.05702519
708.0921171,302.091729,212.0602016,73.97159688,4.920371784,353.9268564,1268.691686,41.04735078
708.0910984,302.2091769,211.4281916,73.47947738,4.945097488,353.9038564,1265.899175,40.85846292
707.9194476,302.1851621,209.7622802,72.86142864,4.99353355,353.9038564,1266.888751,39.77006023
708.0921873,302.3125078,206.8009921,71.51303444,5.056460811,353.9038564,1270.491247,38.78591025
708.0925888,302.3608054,205.0788135,71.18982862,5.041275137,353.8810563,1274.923313,38.28138006
707.9199378,302.4326175,201.9487182,69.5175325,4.935418215,353.8582566,1276.191369,37.59267092
708.0919431,302.5658433,198.8273361,68.34611106,4.845969895,353.8354567,1277.062096,36.5500258
708.2627272,302.6653016,197.8471687,68.025224,4.823713845,353.8126568,1284.20158,35.5071265
708.43491,302.7506653,197.920066,67.66422351,4.768834192,353.7898568,1297.667363,35.59523728
708.6064168,302.8154308,194.7441612,66.0764362,4.69369719,353.7898568,1297.654007,35.71800424
708.9484783,302.6658831,193.3303582,65.8283785,4.67248881,353.7670567,1292.837927,34.69509341
709.1193504,302.5261774,193.4546263,65.29569496,4.700194148,353.7442569,1295.985732,33.89989176
708.9463938,300.1815001,192.5157441,64.51755141,4.717574467,353.7214571,1292.942464,34.86672074
708.4330972,298.495673,191.6287632,64.44118682,4.711914059,353.6986571,1278.930091,35.22865281
707.749003,297.8230695,191.964871,64.16436583,4.705565316,353.6758571,1275.51743,33.42611697
707.0640581,298.0031313,192.6576594,64.15047785,4.709136322,353.6758571,1277.835104,33.91308959
705.8629784,297.5506494,193.4158753,64.1583269,4.686821437,353.652857,1286.238665,35.25771966
705.3508046,299.3147955,193.1336121,64.20117226,4.652522623,353.6298573,1280.920641,34.12023869
705.1802788,300.9801364,192.6864747,63.83054717,4.656119664,353.6068575,1282.351772,33.56465753
705.0082674,301.6785703,192.4744709,63.79070365,4.65588695,353.5838575,1294.371697,35.00421773
704.8363727,301.3992496,191.8244536,63.56440235,4.645208875,353.5380574,1295.753142,34.87592206
705.1790509,300.9416859,191.2481489,63.40057259,4.65343258,353.5152577,1296.781693,33.64353999
705.3503342,300.5513739,192.2546202,63.4204598,4.697983786,353.4924578,1300.044027,34.49049751
705.3503342,300.2287376,193.0007841,63.55530056,4.717340349,353.4696579,1300.266818,35.22487244
705.1785897,300.0700228,193.4734209,63.85987187,4.742106654,353.4240578,1290.351908,34.33101971
705.3514672,299.8495562,193.5760426,63.24981879,4.773602895,353.401258,1289.001596,33.89542002
705.5223301,299.7969347,194.0283883,63.3689196,4.778158974,353.3784582,1276.069525,34.3146232
705.5213118,299.9549555,194.3234397,63.40928296,4.763394476,353.3556582,1267.088112,34.52589722
705.6935513,300.0754532,194.5061355,63.45538726,4.766163791,353.3328583,1270.351498,34.44607324
705.6924795,300.0162607,194.4775791,63.06119586,4.765260326,353.3328583,1273.528881,34.22948875
705.3504216,300.1907312,194.681111,63.12588766,4.796945488,353.3098581,1274.222992,34.74032933
704.8362663,300.6124976,195.7926799,63.36497681,4.83502594,353.2868584,1278.015084,35.00073599
704.4941487,301.05101,196.9855756,63.68948748,4.883209039,353.2638586,1276.505108,35.26695716
704.495856,301.9977414,198.7568907,64.09525898,4.932512739,353.1494581,1277.363314,33.79040376
704.6653517,303.1418445,195.0458404,63.8868639,5.058746713,353.0350592,1274.481172,34.08953983
704.8361386,304.1043677,190.9883093,64.35094783,5.043323238,352.9436599,1270.712659,33.43251424
705.0072176,304.5281734,190.7203369,64.66382105,5.052195606,352.85226,1267.136042,32.31794156
705.179261,302.3044648,190.0062166,64.7470527,5.033772479,352.7608601,1273.296832,31.97714226
704.6648716,299.8536586,184.818226,64.54135477,5.034403922,352.7608601,1270.143634,32.05024966
703.8072311,297.2422919,183.0797871,62.94053013,4.972406227,352.73806,1270.496058,31.66152283
702.7802061,293.8476082,183.4837421,62.32658308,4.945646779,352.7152603,1271.252435,31.88122593
701.7529729,290.3371045,181.2365782,60.95970907,4.897096569,352.6924604,1278.461674,31.99285687
700.2100978,289.2245911,176.8951506,58.6941699,4.852848025,352.6696605,1275.964042,31.48086131
698.497167,288.2126521,172.9115466,56.59357211,4.740989407,352.6468605,1281.443577,31.02153203
696.7837482,287.2179564,168.8420089,55.82022153,4.652649253,352.6468605,1280.94561,30.59769795
695.0717793,286.5632991,167.7214236,55.4345192,4.608656369,352.6468605,1279.42909,29.95687648
693.3589004,286.4928279,167.4959539,54.82050278,4.532091992,352.6468605,1277.720577,30.00033409
692.3321221,286.5350432,168.5177369,54.70187695,4.485096714,352.6468605,1273.408236,30.26791732
691.4745831,286.8514727,171.8695832,55.50701843,4.531391111,352.6468605,1275.871389,30.46558475
690.9603094,287.2728684,175.2224416,55.94896938,4.602222745,352.6468605,1276.053622,30.04138943
690.618248,288.0375785,178.5509656,56.42268617,4.695731282,352.6468605,1278.616109,30.86005767
690.6191203,288.5838172,182.5722206,57.62283816,4.777586866,352.6468605,1275.60589,32.32689711
690.4472543,289.3685454,185.4760323,58.30477846,4.83821956,352.6468605,1281.241478,32.22697751
690.2751873,290.201306,188.2260608,58.99566393,4.972729223,352.6238604,1275.181291,31.88028712
690.1036248,291.0171624,192.5343051,60.28852176,5.080876394,352.6008606,1271.568605,33.5457251
690.2766252,291.7149069,194.4609091,60.81127391,5.093173551,352.5778608,1268.457029,35.07272501
690.2760937,292.4711,194.1485719,60.87521236,5.112987741,352.5548608,1265.122106,34.70767615
690.4474823,293.0354004,194.172516,61.25099547,5.155670742,352.5318608,1259.638531,34.1913866
690.6176548,293.4697811,195.5178619,61.40740709,5.137313829,352.5318608,1264.737638,35.49374837
690.9605705,293.9940795,194.6688584,61.13827055,5.129241168,352.5318608,1267.562256,36.36380748
690.4453705,294.5435935,193.8403406,61.33832895,5.162329605,352.5318608,1261.65356,35.60668687
690.2765129,295.0195719,191.6863296,60.58568849,5.134988153,352.5318608,1271.858215,34.64098301
690.1055154,295.5511653,189.0943431,59.2526221,5.088366148,352.5318608,1273.346529,35.01479374
689.9329204,296.1233873,186.3756198,58.65894876,5.082599303,352.5318608,1274.432735,35.36168007
689.9333529,296.6378573,185.5290184,58.78219382,5.040715054,352.5318608,1273.059667,34.34286907
690.6191108,297.0627783,182.7318751,57.41273323,4.906035556,352.5318608,1271.571928,33.68227297
690.961172,297.4273978,179.5863549,56.34744999,4.850336915,352.5318608,1273.238396,34.12445891
691.1322439,297.9163868,181.8040486,57.62586956,4.846620611,352.5318608,1268.715256,34.83585794
691.3029769,298.2749616,184.828214,58.31592653,4.776110074,352.5090607,1255.335814,34.71716457
691.3034486,298.4957151,184.1390034,57.70721037,4.74329754,352.486261,1255.733015,34.29378405
691.4759777,298.8542218,181.6934427,56.63352798,4.751675164,352.4634612,1258.790313,34.38795474
691.6464068,299.1310497,182.8762293,57.26446576,4.723756092,352.4406612,1254.476739,34.71554871
691.8170448,299.2193263,182.6601642,57.03803954,4.667544554,352.4178612,1257.121127,34.25455153
692.3315793,299.3182833,181.4626349,56.45467917,4.671161594,352.4178612,1256.043195,33.86408162
692.6734127,299.4204505,180.950556,56.15347294,4.696079003,352.4178612,1253.909763,33.94785664
692.5018171,299.4206324,182.0330307,56.46815919,4.73602424,352.4178612,1256.41061,34.10635207
692.6749287,299.4183258,183.0448508,56.8598294,4.752720455,352.4178612,1253.941816,34.53703987
692.8458804,299.4202882,184.1705246,56.97166416,4.762459494,352.3950611,1250.340344,34.83112751
692.8453237,299.3407538,184.4665525,56.9072459,4.757842891,352.3722614,1249.93201,34.70471194
692.6729401,299.3314245,184.1721709,56.80908134,4.706608134,352.3494615,1256.562931,34.88056705
692.8456276,299.2018354,184.358962,57.14500857,4.677056411,352.3266616,1256.396408,35.9084659
692.8462634,299.0776369,184.8525604,57.48277678,4.649999244,352.3038616,1254.012575,36.26376056
693.1893362,298.8251955,183.6975284,56.74726079,4.613361211,352.3038616,1264.508064,35.69959203
693.1870588,298.7293909,182.4818326,56.39734036,4.626533513,352.3038616,1274.317137,35.55746396
693.3580894,298.4735152,182.2830755,56.65098389,4.665225839,352.3038616,1277.194586,36.3297215
693.3590291,298.4198865,179.9246691,55.80255874,4.606602627,352.3038616,1273.395217,36.22703509
693.1880459,298.3334557,174.8669394,54.18563362,4.559686443,352.2808615,1277.808732,34.69913666
692.8458296,298.3382162,172.2553466,53.28875719,4.529769559,352.2578617,1271.782088,33.91996122
692.5016682,298.1501471,171.2697116,52.99438244,4.467899762,352.2348619,1271.229572,34.51180954
692.6746946,298.289463,171.5442808,53.17955362,4.422492164,352.2118619,1263.559775,34.88204715
692.8457916,298.2015119,171.984777,53.1790444,4.447687521,352.188862,1266.955029,33.82278522
692.844862,298.107232,172.9907405,52.8019622,4.427292302,352.188862,1260.958201,33.614282
692.5019284,298.0964976,172.8659744,52.74780308,4.445245112,352.188862,1264.021335,34.77414437
692.5027225,298.160617,174.5732006,53.53536546,4.527278176,352.188862,1265.748063,35.36565781
692.5040566,297.7930762,173.7485348,52.96034893,4.521815951,352.188862,1265.950235,34.44271968
692.3312571,297.6486202,171.2108901,51.92607445,4.459415203,352.188862,1276.368359,34.22234679
692.3310835,297.6047162,168.874343,51.46379051,4.475187124,352.188862,1282.735724,34.79877898
692.3307678,297.5130919,171.6004895,52.49930644,4.523038526,352.188862,1281.40251,35.31970657
692.6750174,297.3972287,174.0515108,53.00334744,4.51529782,352.1660618,1290.708852,35.25705126
692.5024518,297.5284001,173.7196473,52.73661108,4.492390007,352.1432621,1293.132258,35.07399288
692.674312,297.5689684,171.8547011,52.14446722,4.521530946,352.1204623,1289.296733,35.32304787
692.673524,297.5537437,173.1363823,52.78753984,4.580561491,352.0976623,1288.220757,35.5845114
692.845045,297.4155866,172.2484257,52.32016153,4.574022614,352.0748623,1287.040711,35.6449034
692.5020512,297.124161,170.2702275,52.01187117,4.52647278,352.0748623,1273.188253,35.57526012
692.6750174,297.3693696,169.6151954,51.82107031,4.501307426,352.0748623,1268.457207,35.52470409
692.8461414,299.0817285,168.7198732,51.50053059,4.482024641,352.0748623,1267.329355,35.7228028
693.5317706,301.5715995,164.920467,50.14214793,4.471574335,352.0748623,1271.871612,35.5091375
694.3878053,304.5479586,163.0663063,49.60243884,4.461145237,352.0748623,1272.302957,35.1457367
695.9305349,305.6046191,162.4933613,49.47931145,4.403775846,352.0748623,1289.308413,35.2355113
697.128404,304.5682374,160.8334207,49.18010841,4.345894844,352.0748623,1307.119576,35.63733634
698.3275922,302.2397264,159.75556,48.68690389,4.329282622,352.0748623,1305.520057,34.90871788
698.8399821,298.1886699,163.9077222,50.17606489,4.319865889,352.0748623,1304.778543,35.47524893
698.8396798,292.4359774,171.021649,52.54906171,4.289749878,352.0748623,1311.634356,37.74109168
697.8112945,288.6169424,177.7151443,55.10244014,4.315695619,352.0976624,1309.665134,38.96029328
696.9569766,288.8336465,184.3009284,57.14667308,4.414729985,352.1204622,1298.461632,39.53552297
695.4137153,289.6257363,190.0260563,59.10557536,4.525131635,352.143262,1309.30256,42.27125127
694.3872346,291.2404709,195.5287296,61.51636343,4.630981658,352.166062,1310.970605,44.0204674
693.7021087,293.3770294,199.6457119,63.53592728,4.713919493,352.2118621,1310.907597,44.3377835
694.0464034,295.4517878,201.953536,64.46456175,4.761077044,352.2348618,1309.340197,46.11207914
694.2163833,295.3147527,204.3781599,66.59683436,4.81019188,352.2578616,1313.388825,47.91401641
695.2448384,294.5490495,207.4228408,68.22795681,4.883781776,352.2808616,1304.314771,47.73542921
695.7569567,293.1581562,208.2748542,68.94492363,4.927747559,352.3266617,1306.135299,48.24483839
696.4432491,292.0325374,207.9094936,69.38671376,4.972158083,352.3494614,1311.072325,49.22812626
696.6145292,291.3447675,206.7521456,69.63077389,5.017280377,352.3722613,1301.18361,48.62474211
696.7856675,291.3467817,204.1883851,68.70639314,5.013428165,352.3950612,1291.871943,47.44645643
696.7860405,291.5964746,202.3119198,68.23407477,5.000309679,352.4178612,1296.023261,47.17632757
696.9563904,292.0338925,200.473372,68.13809179,4.966386702,352.4406613,1301.010085,46.39816111
696.9565393,292.6092496,198.3432608,67.56649345,4.908625189,352.4634611,1292.761798,45.26612891
696.7850289,293.2637472,197.5106034,67.05574572,4.866042015,352.4862609,1291.935273,44.71101452
696.9579952,293.577178,198.4018224,67.39806678,4.813644439,352.5090609,1300.553489,44.66785828
696.4417399,293.9032275,201.8714784,69.65882458,4.798689271,352.5318608,1298.926975,44.44596272
696.2717763,294.4882259,204.4059115,70.47272981,4.843173185,352.5318608,1295.312355,44.50903575
695.9288668,294.581378,206.152078,70.4073209,4.906643637,352.5318608,1291.194354,44.69961103
695.9297436,294.7723863,206.3885002,71.10440435,4.923676038,352.5318608,1295.088,45.34781243
695.414794,294.8365448,205.4097736,71.04457869,4.973164548,352.5318608,1289.541465,44.68585823
695.5869768,294.7268927,204.4378028,70.9375954,5.00067275,352.554861,1284.645215,44.31584336
695.2428489,291.5583844,201.865453,69.86581109,4.956150843,352.5778607,1285.948503,44.20206216
695.0720749,288.6430286,198.6006254,69.01629729,4.946618069,352.6008605,1286.256721,43.66083049
694.3859753,285.1368517,196.8323195,68.51359842,4.927828106,352.6238605,1279.42436,42.5326662
693.3574114,281.7055209,197.5976016,68.60304537,4.86759404,352.6468605,1283.224222,41.35921449
691.8159975,277.6524625,196.3389198,67.86170941,4.83159685,352.6468605,1287.972781,41.13263686
690.4465568,275.8789464,196.5292372,68.01102903,4.859208657,352.6468605,1292.749165,41.46501213
688.5614387,275.8089998,197.2201895,68.32290894,4.84009975,352.6468605,1286.422663,40.59765287
686.3336233,276.7573543,197.6398208,68.14183656,4.824105185,352.6468605,1289.798238,39.64176436
684.2788416,277.7686944,197.0895786,67.48581865,4.801125018,352.6468605,1290.574909,40.60602344
682.3955633,279.2475889,199.0619903,68.65647225,4.791998132,352.6468605,1285.580533,40.88511613
680.8549455,281.9741083,201.1576296,69.00375399,4.808209495,352.6468605,1274.961266,39.47919369
679.8264738,283.3002765,203.3389689,69.39592781,4.86798631,352.6468605,1264.138791,39.76867019
679.4832731,283.9810735,205.630262,69.97227924,4.938416294,352.6468605,1258.514667,40.53521669
679.1394948,284.2017715,209.372886,71.45822951,5.006802677,352.6468605,1246.421261,39.82519081
679.1408995,284.409008,211.9011649,71.81740953,5.056685835,352.6468605,1242.567027,39.45562718
678.9697897,283.7403828,213.4910693,72.17928579,5.115741886,352.6468605,1241.303976,40.44942821
678.9701054,283.3522634,211.4684188,71.14695583,5.152946904,352.6468605,1232.512593,40.22659571
678.6258558,282.6232292,211.5318243,71.60194254,5.15325468,352.6468605,1236.681145,39.23592915
678.6264763,281.8546552,210.5033026,70.83814098,5.099647179,352.6468605,1241.690354,39.39454901
678.6274946,281.7398033,207.5644942,69.36550028,5.060138334,352.6468605,1238.586279,39.51047416
678.7989448,283.3867428,203.9757959,68.27461831,5.045584214,352.6468605,1233.318563,38.02103886
679.1420409,286.1627492,203.7910714,68.37314793,5.027707925,352.6468605,1235.38924,37.56163063
679.9981644,286.7733349,203.6081704,68.36497812,4.972857644,352.6468605,1234.271605,37.55061268
680.8539758,285.7849866,202.85073,67.55380092,4.920720941,352.6238604,1228.211418,37.06848987
681.367265,284.7114966,201.2711572,66.81291958,4.876131596,352.6008606,1228.071895,36.40048063
681.3667242,282.3503383,200.2860108,66.69307923,4.830617881,352.5778608,1223.769308,36.13257733
681.0250233,278.3009858,199.6917067,66.35920186,4.770978336,352.5548608,1230.317415,36.05722635
680.3397629,276.1967559,198.0702854,65.2058157,4.763091577,352.5318608,1230.700551,35.76444401
679.3111884,276.7473392,197.5333024,65.07116442,4.751555133,352.5090607,1240.612843,35.9832411
678.6271813,277.8093961,198.6487424,65.61667131,4.724680086,352.486261,1243.636235,35.90754369
678.1129328,278.7315915,200.4142912,66.12125206,4.722542615,352.4634612,1252.907546,35.99170052
677.2555192,279.5370902,204.7001263,67.78887539,4.793614523,352.4406612,1250.860759,36.72457036
676.914852,280.0806546,210.921763,69.7429593,4.841965544,352.4178612,1245.714347,38.24175054
676.7426979,280.8860359,215.6908901,71.40635936,4.869624291,352.3950611,1236.035532,38.35060109
676.3999349,281.3921738,219.7435505,73.05305269,4.921751744,352.3722614,1236.230907,38.19520572
676.400542,281.8526448,224.660149,74.85556012,5.00775757,352.3494615,1228.982659,39.39464457
676.9146703,282.4641792,227.873967,75.90024394,5.068599528,352.3266616,1224.416839,40.98092292
677.0851596,283.3041924,229.0056901,76.71665592,5.141589744,352.2808615,1223.746913,40.59663602
677.4275152,283.7611879,228.1789515,76.4715496,5.211742716,352.2578617,1230.80708,39.84960291
677.4265037,284.171148,227.3794541,76.58856873,5.254229484,352.2348619,1224.603531,40.88595699
677.0842187,285.1029319,227.2161354,76.54362182,5.271035276,352.2118619,1220.508096,41.77307074
677.0867192,287.3313441,225.8192032,76.19408068,5.315881013,352.188862,1232.808778,40.60378962
677.0858049,290.8613041,226.4983759,76.75338983,5.324971682,352.1660618,1237.201992,40.40378359
677.6005605,293.8068983,230.0004605,78.10674652,5.328026289,352.1432621,1234.930025,41.34632141
678.7995864,293.4247759,232.055708,79.12226628,5.293107254,352.1204623,1245.810604,41.36807382
680.3406875,292.8318247,234.2130388,80.39045637,5.276781361,352.0976623,1255.081494,40.98822062
681.0241151,290.9834322,239.7242503,82.99257935,5.30212848,352.0520622,1253.090659,41.66841761
681.5383464,287.0912962,242.7778915,83.88164658,5.345244478,352.0292625,1255.367512,42.78541834
