742.185	306.654	168.434	67.8847	4.13105	353.562	1330.16	35.9844
742.185	305.912	167.878	69.3136	4.29897	353.562	1330.16	36.491
742.185	304.945	166.192	68.1045	4.25318	353.562	1330.16	34.9655
742.185	304.09	167.06	68.4343	4.32951	353.562	1340.99	33.297
743.042	303.825	168.347	68.6541	4.5585	353.562	1301.29	34.2279
743.898	304.075	169.445	69.0938	4.6043	353.562	1322.94	35.2777
743.898	303.846	171.923	69.7533	4.48217	353.562	1308.51	33.6851
742.185	304.335	170.815	68.9839	4.40584	353.562	1340.99	33.2034
743.042	304.335	176.804	71.7318	4.45164	353.562	1326.55	34.9
743.042	305.067	180.375	73.1607	4.43637	353.562	1330.16	36.0518
742.185	305.067	179.31	73.1607	4.4211	353.562	1315.72	33.6851
743.898	305.345	173.487	70.5227	4.40584	353.562	1308.51	33.1413
743.042	305.922	171.723	70.9624	4.36004	353.562	1294.07	34.8348
743.042	306.044	168.805	69.6434	4.39057	353.562	1301.29	33.5597
744.755	306.777	160.595	65.2467	4.36004	353.562	1268.81	31.2108
743.898	307.143	155.788	64.3674	4.26844	353.448	1297.68	30.6677
743.042	298.815	155.788	63.9277	4.22264	353.448	1308.51	30.4692
743.898	288.957	153.403	62.4988	4.25318	353.448	1315.72	29.0637
743.042	283.977	151.736	61.7294	4.13105	353.448	1312.12	28.4483
743.898	297.985	151.198	61.1798	3.97838	353.448	1312.12	28.9841
742.185	306.166	151.207	61.7294	3.93258	353.448	1272.42	29.0903
742.185	307.509	153.822	62.7186	4.00892	353.448	1315.72	29.1974
743.042	309.341	159.077	64.5872	4.03945	353.448	1312.12	29.7906
741.329	311.05	162.835	65.7963	4.06998	353.334	1308.51	29.1974
740.472	312.007	162.134	64.1475	4.03945	353.334	1359.03	29.1974
740.472	312.855	167.878	66.4558	4.13105	353.334	1304.9	29.7906
739.616	313.858	194.948	80.0855	4.16158	353.334	1301.29	32.3231
742.185	314.583	216.138	87.1202	4.16158	353.334	1279.64	36.8563
738.759	314.713	230.28	96.0235	4.54323	353.334	1290.46	40.2789
740.472	316.667	247.08	101.409	4.94016	353.334	1290.46	42.0519
740.472	318.62	253.061	100.97	5.24548	353.219	1319.33	45.3652
741.329	321.551	262.502	100.64	5.38288	353.219	1297.68	47.5797
739.616	323.843	260.465	101.299	5.26075	353.219	1315.72	46.2358
741.329	323.138	254.418	100.64	5.06229	353.219	1304.9	47.3037
739.616	322.772	263.618	99.4309	4.97069	353.105	1276.03	49.9897
740.472	323.483	265.134	99.6507	5.12335	353.105	1330.16	49.5251
740.472	324.481	265.155	100.75	5.29128	353.105	1304.9	47.7772
741.329	324.237	270.127	100.64	5.33708	353.105	1315.72	48.9107
740.472	323.993	286.23	99.5408	5.39814	352.991	1326.55	51.5746
740.472	323.843	294.342	98.8813	5.39814	352.991	1283.25	52.0444
740.472	323.138	296.171	100.31	5.39814	352.876	1297.68	50.9023
738.759	323.382	297.334	100.42	5.45921	352.876	1333.77	52.0971
740.472	323.504	293.712	100.09	5.44394	352.876	1297.68	51.9918
739.616	323.736	286.469	101.629	5.44394	352.876	1355.42	49.8739
739.616	323.748	283.221	100.2	5.38288	352.762	1304.9	49.2056
739.616	323.626	282.992	100.97	5.35235	352.762	1319.33	49.1069
740.472	324.359	280.045	99.8706	5.32181	352.648	1319.33	49.7238
740.472	323.626	279.501	100.09	5.29128	352.648	1308.51	49.1069
740.472	324.315	272.064	101.19	5.27601	352.533	1315.72	47.2088
739.616	324.481	264.641	100.42	5.24548	352.533	1333.77	45.4054
738.759	324.359	263.024	100.53	5.19968	352.533	1315.72	45.5883
738.759	324.461	260.989	100.64	5.19968	352.419	1319.33	43.9514
739.616	323.871	254.541	99.7606	5.35235	352.419	1301.29	41.9563
740.472	327.289	251.68	101.409	5.38288	352.305	1301.29	41.294
742.185	333.394	248.304	99.321	5.32181	352.305	1333.77	39.8931
741.329	339.377	238.489	100.42	5.30655	352.19	1369.86	37.775
743.042	341.331	233.514	100.09	5.09282	352.19	1326.55	38.2737
744.755	330.22	232.7	100.2	5.03175	352.19	1344.59	38.1599
